,,,,,,,,sex,income
3.17869853973389,-7.01484107971191,11.6921663284302,-6.11407566070557,28.1743030548096,27.8130054473877,20.5241241455078,2.61790680885315,0,0
10.0602693557739,-2.95929050445557,15.9539499282837,-6.21182632446289,6.06591129302979,34.9214019775391,10.8442277908325,1.87499833106995,0,0
2.16012144088745,-3.03535056114197,4.60073328018189,-13.3685531616211,-12.5531387329102,8.08150482177734,6.38651037216187,-5.13568305969238,0,1
3.70336437225342,10.2660207748413,2.53192710876465,-21.0625343322754,3.212571144104,-12.7930698394775,-4.42293691635132,-11.0367727279663,0,1
1.56317746639252,-14.3795347213745,-5.72431612014771,9.92380237579346,15.900486946106,23.7407932281494,13.8562631607056,4.92177438735962,0,0
0.178395748138428,10.6094636917114,4.83042716979981,-11.0703792572021,-13.9900341033936,-10.4584789276123,-10.0970582962036,-9.99509906768799,0,1
-0.115801215171814,-6.52456855773926,4.52084827423096,9.36867046356201,3.53010892868042,25.6254405975342,10.2114496231079,5.87961387634277,1,0
-6.41245841979981,-0.876428782939911,10.4028940200806,5.71355867385864,3.87458181381226,24.4806461334228,9.29720211029053,2.29617691040039,0,0
-0.679041385650635,4.17176723480225,-2.60283231735229,-1.46278619766235,-0.08324944972992,-6.63832235336304,-2.54405879974365,-2.62517356872559,0,1
-4.90090990066528,8.16618633270264,7.86404228210449,-6.9464955329895,-8.71569061279297,-11.107063293457,-2.17273378372192,-0.336113929748535,0,0
6.03210830688477,-9.16421031951904,-10.1381282806396,1.77672958374023,0.606768608093262,8.0132007598877,2.16435670852661,-3.71177697181702,1,0
6.79551410675049,3.52408146858215,2.87580013275146,-11.3944997787476,2.15491819381714,7.25230646133423,-0.714039206504822,-6.05640172958374,0,1
-5.92972850799561,20.5322761535645,20.8168468475342,-21.0276355743408,-9.96183204650879,-14.5062580108643,-8.72331428527832,-9.58549499511719,0,1
2.60544443130493,-13.1935386657715,1.81056940555573,8.71291923522949,0.768976211547852,26.7017631530762,13.7145862579346,7.51333284378052,0,0
-10.7171545028687,5.66335153579712,1.94253408908844,0.927197992801666,3.80432772636414,-7.22495698928833,3.00393843650818,1.09926021099091,1,0
7.36316967010498,-2.44602179527283,0.192731738090515,7.17164659500122,4.73815393447876,14.414134979248,3.33381795883179,5.6036319732666,1,0
-11.0561475753784,2.43632864952087,4.2411003112793,-8.88094902038574,-8.67049503326416,0.445731639862061,-1.94369947910309,-11.9234037399292,0,1
1.04295742511749,-5.61077499389648,-0.859042286872864,-0.274992883205414,6.15231227874756,13.3125991821289,6.74817657470703,-3.14982485771179,1,0
-23.8851356506348,11.7660417556763,42.2957572937012,-8.25148105621338,23.5192565917969,24.8205814361572,22.7129993438721,5.59684324264526,0,0
-7.26019859313965,2.29237818717957,12.200234413147,0.845012962818146,0.265478253364563,12.4010734558105,7.36634635925293,3.9410765171051,0,0
1.70305550098419,15.6175489425659,27.4114151000977,-29.2297420501709,-9.61544609069824,2.60001516342163,2.43870496749878,-3.36143231391907,0,1
-1.99705493450165,-16.5055103302002,-7.40932130813599,7.94341516494751,4.07106828689575,18.7528018951416,13.4052810668945,3.07840704917908,0,0
12.3519773483276,-3.7781081199646,-9.62060070037842,-6.87360811233521,24.588191986084,8.59591102600098,-0.032729148864746,-11.6696844100952,0,0
-5.26702547073364,0.274578034877777,4.99714994430542,4.5124888420105,0.637360453605652,20.3048686981201,3.45759391784668,-2.43762564659119,0,0
13.5097646713257,-12.5335397720337,-8.88286781311035,-0.502056300640106,5.80710792541504,19.1753044128418,4.51529216766357,-2.09127306938171,0,0
2.97641038894653,8.95934295654297,6.39851808547974,-20.6573295593262,-20.2018852233887,-9.20071411132813,-7.34335899353027,-12.3988628387451,0,1
-0.992284655570984,-2.66784191131592,20.2035083770752,7.65964460372925,5.91201877593994,28.5580215454102,18.6246490478516,16.6004943847656,1,0
2.02385234832764,-9.55757236480713,10.844428062439,3.2748110294342,3.59264612197876,28.9533920288086,16.3817100524902,9.22902488708496,0,0
7.06250858306885,-5.60833215713501,15.1840181350708,-8.65104389190674,-12.3355083465576,35.5502128601074,9.95108604431152,-2.58874678611755,0,0
8.6206521987915,-8.04551982879639,-6.85133171081543,0.581393301486969,-4.5616979598999,14.8033638000488,-0.096399903297424,-5.977942943573,1,0
8.05756378173828,-4.58655643463135,-3.71689748764038,-19.1806716918945,-16.0408840179443,4.4785590171814,-0.638041496276856,-10.2613878250122,0,1
-2.93811321258545,2.26230525970459,46.9394378662109,-26.451545715332,73.6845245361328,76.5137786865234,33.0288696289062,-13.1874876022339,0,0
14.4326639175415,-13.3763990402222,-6.28928375244141,-7.65418481826782,34.8026847839355,29.686243057251,10.7901515960693,-10.0405426025391,0,0
5.11974477767944,-15.6661605834961,-0.902221083641052,5.1316237449646,2.62778902053833,32.7163314819336,12.6925230026245,2.44802594184875,0,0
-4.97757434844971,9.76511001586914,5.24405813217163,-6.52659034729004,-5.14497566223145,-10.8748455047607,-6.47672891616821,-5.93524885177612,0,1
-7.94256114959717,11.8342504501343,11.8488292694092,-2.13666296005249,-1.47455739974976,-3.83110284805298,-3.84810924530029,-3.29204916954041,0,1
8.84926605224609,-2.92446327209473,14.686107635498,-3.46597528457642,4.53173494338989,32.8069267272949,10.1578178405762,3.03693747520447,0,0
-5.48179531097412,-1.43438327312469,12.0138864517212,2.93263006210327,3.72732830047607,22.3119983673096,11.680643081665,3.50908780097961,0,0
5.07828998565674,-13.8387584686279,14.4040765762329,4.40599727630615,0.190822601318359,42.8966789245605,20.6251106262207,10.9011487960815,0,0
-0.125564455986023,4.16572380065918,-0.186205863952637,-1.68041038513184,0.568943023681641,-8.10202980041504,0.19129890203476,1.4955632686615,1,1
0.305564999580383,-2.54961657524109,35.1550025939941,-1.03391861915588,14.9697971343994,46.3290824890137,28.4100894927978,18.5965557098389,0,0
-12.5823793411255,12.9712238311768,26.5866985321045,-7.75978803634644,-5.5972113609314,3.99934387207031,4.82153797149658,1.27247643470764,0,0
-4.43482446670532,-0.824557960033417,18.1699886322021,-4.04790830612183,16.2568092346191,21.4719715118408,18.0728302001953,5.02607202529907,1,0
12.4298191070557,-3.27067399024963,-5.39447593688965,-12.6740818023682,-0.627017259597778,13.0991363525391,-6.47847843170166,-20.7210273742676,1,0
0.121322631835938,-11.6897106170654,-6.67854785919189,0.600273668766022,0.823625087738037,17.1839809417725,6.13193607330322,-7.25325965881348,0,0
-2.41008567810059,-15.7804679870605,3.94393444061279,-0.926984250545502,6.52011823654175,25.7331047058105,19.4598827362061,2.11225724220276,0,0
-6.12783336639404,-13.0177698135376,-0.721917629241943,4.55815315246582,0.612618446350098,23.9689197540283,13.3682308197022,-1.34209704399109,1,0
3.11339902877808,2.41193771362305,-0.385232210159302,-9.81217670440674,-9.25821304321289,-6.51379823684692,-0.379716157913208,-2.76596665382385,0,1
-18.5583267211914,-13.5365171432495,37.3844146728516,-4.56345129013062,9.15883827209473,35.093433380127,48.6871528625488,28.9571037292481,0,0
4.1379976272583,-16.7573757171631,-6.36347770690918,3.62556409835815,0.075292587280274,22.7508373260498,10.8729619979858,-0.141649007797241,1,0
-4.80366230010986,-0.310590237379074,-2.8850622177124,4.13520908355713,2.00344848632812,6.77644491195679,0.25232720375061,-4.49250793457031,0,0
6.11315107345581,1.28301072120667,2.94931793212891,-28.2557525634766,-26.361328125,2.45078420639038,-5.97909355163574,-18.8426322937012,0,1
-0.639995455741882,15.9321489334106,15.6878576278687,-25.9579772949219,-15.8011684417725,-6.70701456069946,-11.6116590499878,-20.3813514709473,0,1
-14.4674787521362,-6.48719596862793,7.95108318328857,4.3545823097229,4.03641700744629,24.5307636260986,13.9700717926025,-0.53624701499939,0,0
12.5271530151367,-14.0854845046997,-10.5642108917236,-9.86638164520264,2.17706155776978,20.558069229126,2.06007862091064,-15.4564275741577,1,0
